document,document_id,arm,arm_id,control,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed,Combined follow up,Abstinence type,Abstinence: Continuous ,Abstinence: Point Prevalence ,Manually added follow-up duration value,Manually added follow-up duration units,NEW Outcome value
BinDhim 2018.pdf,436351,Control,2633,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,52.9,-,multinational,0,0,0,342,26.10,C,1,0,,,4.8
Bize 2010.pdf,266058,Control,132,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,38,27,Switzerland,0,0,0,-,52.20,C,1,0,1,years,29
Bize 2010.pdf,266058,Physical Activity,131,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,44,26.6,Switzerland,0,0,0,-,52.20,C,1,0,1,years,27
Blebil 2014.pdf,263067,Telephone counselling,133,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48.22,5,13.08,Malaysia,0,0,0,-,26.10,PP,0,1,6,months,71.7
Blebil 2014.pdf,263067,Control,134,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48.3,2.7,14.54,Malaysia,0,0,0,-,26.10,PP,0,1,6,months,48.6
Blyth 2015.pdf,423083,Control,1913,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.9,51.1,20.4,England,0,0,1,702,52.20,C,1,0,,,38.6
Blyth 2015.pdf,423083,Experimental,1912,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.8,54.2,19.9,England,0,0,1,702,52.20,C,1,0,,,36.9
Bock 2014.pdf,263070,Standard Care (SC),136,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,39.6,68.7,-,-,1,0,0,208,52.20,PP,0,1,12,months,28
Bock 2014.pdf,263070,Motivational Enhancement (ME),135,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,39.6,68.7,-,-,1,0,0,168,52.20,PP,0,1,12,months,29
Bold 2019.pdf,437436,Placebo,2236,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42.7,29.8,11.6,-,0,0,1,67,52.20,PP,0,1,,,0
Bold 2019.pdf,437436,Varenicline,2235,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42.7,29.8,11.6,-,0,0,1,64,52.20,PP,0,1,,,6.3
Bonevski 2018.pdf,437566,Intervention,2607,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,49,-,Australia,0,0,1,187,26.10,C,1,0,,,1
Bonevski 2018.pdf,437566,Control,2608,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,-,Australia,0,0,1,244,26.10,C,1,0,,,1.4
Borland 2003.pdf,296383,Computer-generated tailored advice and callback telephone counselling,761,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,52.8,23.6,Australia,0,0,0,528,52.20,C,1,0,,,6.1
Borland 2003.pdf,296383,Computer-generated tailored advice only,762,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,51.6,22.5,Australia,0,0,0,523,52.20,C,1,0,,,4.6
Borland 2003.pdf,296383,Control group,763,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,56.7,22.5,Australia,0,0,0,527,52.20,C,1,0,,,4
Borland 2004.pdf,296384,Control,765,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.3,52.9,-,Australia,0,0,0,537,52.20,C,1,0,,,12
Borland 2004.pdf,296384,Tailored advice,764,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.3,54.5,-,Australia,0,0,0,521,52.20,C,1,0,,,20
Borland J Fam Pract 2008.pdf,296258,In-practice (standard),459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,40.7,55.3,17.3,-,1,0,0,311,52.20,C,1,0,,,1.6
Borland J Fam Pract 2008.pdf,296258,Referall,458,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,40.7,55.3,17.6,-,0,0,0,728,52.20,C,1,0,,,4.4
Borrelli-2005.pdf,263071,Motivational Enhancement (ME),137,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,56.9,54.3,20.5,USA,0,0,0,76,52.20,PP,0,1,12,months,17.1
Borrelli-2005.pdf,263071,Standard Care (SC),138,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,57.5,54.3,21.6,USA,0,0,0,96,52.20,PP,0,1,12,months,10.4
Boyle 2007.pdf,296259,No-contact control,461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,57.7,-,-,0,0,0,824,52.20,PP,0,1,,,19.8
Boyle 2007.pdf,296259,Proactive recruitment into telephone counseling,460,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,58.5,-,-,0,0,0,824,52.20,PP,0,1,,,21.1
Brendryen_2008_A digital smoking cessation program delivered_10.2196jmir.1005.pdf,263047,Booklet control,98,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.7,50,17.6,Norwegian,0,0,0,146,52.20,PP,0,1,12,months,7
Brendryen_2008_A digital smoking cessation program delivered_10.2196jmir.1005.pdf,263047,Happy Ending,97,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.5,50,16.6,Norwegian,0,0,0,144,52.20,PP,0,1,12,months,20
Bricker 2014.pdf,423110,CBT intervention,2069,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,38.6,73,-,United States,0,0,0,62,26.10,PP,0,1,,,22
Bricker 2014.pdf,423110,ACT intervention,2068,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39.6,66,-,United States,0,0,0,59,26.10,PP,0,1,,,31
Bricker 2014.pdf,423251,SmartQuit (ACT) app,2136,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.5,53,-,-,0,0,1,80,8.70,PP,0,1,,,13
Bricker 2014.pdf,423251,QuitGuide app,2137,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.6,51,-,-,0,0,1,84,8.70,PP,0,1,,,8
British Thoratic Society 1983.pdf,296397,Verbal advice plus booklet and Nicorette chewing gum (VABNG),766,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,49,37,24,Britain,1,1,1,400,52.20,C,1,0,,,39
British Thoratic Society 1983.pdf,296397,Verbal advice plus booklet and placebo gum (VABPG),767,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,49,37,24,Britain,1,1,1,402,52.20,C,1,0,,,46
British Thoratic Society 1983.pdf,296397,Verbal advice plus booklet (VAB),768,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,49,37,24,Britain,1,1,1,377,52.20,C,1,0,,,32
British Thoratic Society 1983.pdf,296397,Verbal advice alone (VA),769,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,49,37,24,Britain,1,1,1,371,52.20,C,1,0,,,33
Brody 2017.pdf,423111,Treatment as usual (TAU),2072,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,57.5,-,19.6,Chile,0,0,0,13,26.00,PP,0,1,,,8
Brody 2017.pdf,423111,COMB-EXT without HV,2071,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,56.3,-,18.5,Chile,0,0,0,10,26.00,PP,0,1,,,20
Brody 2017.pdf,423111,COMB-EXT with HV,2070,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,56.1,-,18.6,Chile,0,0,0,11,26.00,PP,0,1,,,45
Brooks 2018.pdf,437485,Intervention,2315,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,75.2,10,United States,0,0,0,121,52.20,PP,0,1,,,14.9
Brooks 2018.pdf,437485,Control,2316,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,72.1,10,United States,0,0,0,129,52.20,PP,0,1,,,7.8
Brown 1992.pdf,296260,Manual plus telephone contact,462,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,45,22.7,-,1,0,0,45,12.00,PP,0,1,,,30.4
Brown 1992.pdf,296260,Manual only,463,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,45,22.7,-,1,0,0,45,12.00,PP,0,1,,,9
Brown 2001.pdf,280754,Smoking CBT + depression CBT (CBT-D),139,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.1,59.8,27.3,-,0,0,0,86,52.20,PP,0,1,12,months,32.5
Brown 2001.pdf,280754,Smoking CBT,140,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.1,59.8,27.3,-,0,0,0,93,52.20,PP,0,1,12,months,24.7
Brown 2003.pdf,319573,Motivation interviewing (MI),621,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,15.4,62.3,14.48,USA,0,0,0,162,52.20,PP,0,1,,,14
Brown 2003.pdf,319573,Brief advice (BA),622,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.4,62.3,14.48,USA,0,0,0,162,52.20,PP,0,1,,,9.9
Brown 2007.pdf,263073,Smoking CBT + Depression CBT + Burproprion (CBTD+BUP),141,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.36,46.3,24.06,-,0,0,0,-,52.20,PP,0,1,12,months,17.6
Brown 2007.pdf,263073,Smoking CBT + placebo (ST+PLAC),144,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.16,47.1,25.54,-,0,0,0,-,52.20,PP,0,1,12,months,15.3
Brown 2007.pdf,263073,Smoking CBT + Depression CBT + Placebo (CBTD+PLAC),142,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4,44.6,25.4,-,0,0,0,-,52.20,PP,0,1,12,months,17.9
Brown 2007.pdf,263073,Smoking CBT + buproprion (ST+BUP),143,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.89,51,24.46,-,0,0,0,-,52.20,PP,0,1,12,months,22.5
Brown 2018.pdf,437486,Standard Treatment (ST),2318,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,47.31,40.7,20.09,-,0,0,0,54,26.00,PP,0,1,,,22.2
Brown 2018.pdf,437486,DT,2317,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,44.97,41.9,20.11,-,0,0,0,62,26.00,PP,0,1,,,17.7
Brown-2013 primary.pdf,263074,Standard Treatment (ST),146,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,48.3,54.5,21,-,0,0,0,22,26.00,PP,0,1,,,9.1
Brown-2013 primary.pdf,263074,Distress Tolerance (DT),145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47.19,44.4,22,-,0,0,0,27,26.00,PP,0,1,,,14.8
Buller 2014.pdf,423252,REQ-Mobile,2138,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.5,45,16.8,U.S.,0,0,0,51,12.00,C,1,0,,,16
Buller 2014.pdf,423252,OnQ text messaging,2139,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.3,57,17.1,U.S.,0,0,0,51,12.00,C,1,0,,,27
Burling 1989.pdf,296405,Computer,772,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.64,-,-,-,0,0,0,29,13.05,PP,0,1,,,21.43
Burling 1989.pdf,296405,Contest only,773,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.64,-,-,-,0,0,0,29,13.05,PP,0,1,,,11.54
Burns 2016.pdf,423133,4-week arm,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,59.1,-,Brazil,0,1,1,738,30.45,C,1,0,,,5.7
Burns 2016.pdf,423133,8-week arm,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,60.9,-,Brazil,0,1,1,757,30.45,C,1,0,,,5.6
Busch 2017.pdf,423112,Standard Care (SC),2074,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,57.1,35.5,16.9,-,0,0,0,31,24.00,PP,0,1,,,42.3
Busch 2017.pdf,423112,Behavioral Activation Treatment for Cardiac Smokers (BAT-CS),2073,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,53.9,17.9,15.8,-,1,0,0,28,24.00,PP,0,1,,,45.8
Bush 2018.pdf,437489,Simultaneous,2350,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,43.2,65.8,-,United States,0,0,1,839,52.20,PP,0,1,,,24.1
Bush 2018.pdf,437489,Sequential,2349,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,43.2,65.8,-,United States,0,0,1,849,52.20,PP,0,1,,,26.9
Bush 2018.pdf,437489,Control,2351,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.2,65.8,-,United States,0,0,1,840,52.20,PP,0,1,,,28.2
Caldwell 2014.pdf,423134,Active,2041,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.6,52.3,-,New Zealand,0,1,1,716,52.20,C,1,0,,,9.5
Caldwell 2014.pdf,423134,Placebo,2042,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.3,55,-,New Zealand,0,1,1,707,52.20,C,1,0,,,8.5
Caldwell 2016.pdf,423135,Placebo inhaler plus patch,2044,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,52,19.2,multinational,0,0,0,256,26.10,C,1,0,,,8.59
Caldwell 2016.pdf,423135,Active inhaler plus patch,2043,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.2,50,19,multinational,0,0,0,246,26.10,C,1,0,,,13.41
Campbell 1986.pdf,296406,How to Stop Smoking booklet,774,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-,-,-,-,1,0,0,535,4.35,C,1,0,,,3.9
Campbell 1986.pdf,296406,Control,775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,1,0,0,671,4.35,C,1,0,,,2.7
Campos 2018.pdf,437491,Brief Intervention,2359,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.1,37.8,21.2,Brazil,0,0,0,45,26.10,PP,0,1,,,20
Campos 2018.pdf,437491,Intensive Intervention,2358,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.1,40,20.2,Brazil,0,0,0,45,26.10,PP,0,1,,,53.3
Canga 2000.pdf,296337,Control,416,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.8,13.5,19.8,Spain,1,0,0,133,26.10,NCS,0,0,,,2.3
Canga 2000.pdf,296337,Intervention,415,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,54.4,15,19.9,Spain,1,0,0,147,26.10,NCS,0,0,,,17
Caponnetto 2017.pdf,436352,Intervention,2788,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,-,-,Italy,1,0,0,124,24.00,C,1,0,,,12.2
Caponnetto 2017.pdf,436352,Control,2789,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,-,-,Italy,1,0,0,63,24.00,C,1,0,,,1.6
Carlsson 1997.pdf,296338,Intervention,437,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,62,-,-,Sweden,1,0,0,32,52.20,PP,0,1,1,year,50
Carlsson 1997.pdf,296338,Usual Care,438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,61,-,-,Sweden,1,0,0,35,52.20,PP,0,1,1,year,29
Carmody 2008.pdf,263076,Hypnosis,150,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,45,42,20,Mexico,0,0,0,137,52.20,PP,0,1,,,14
Carmody 2008.pdf,263076,Behavioural counselling,149,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,35,20,Mexico,0,0,0,128,52.20,PP,0,1,,,20
Catley 2016.pdf,423479,Health education,1966,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,46.7,40,16.9,-,0,1,1,102,26.10,PP,0,1,,,7.8
Catley 2016.pdf,423479,Motivational interviewing,1965,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,45,46,16.2,-,0,1,1,102,26.10,PP,0,1,,,2.9
Catley 2016.pdf,423479,Brief advice,1967,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,45.5,43,18,-,0,1,1,51,26.10,PP,0,1,,,0
Chan 2018.pdf,437492,Control group,2342,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.45,17.7,15.23,Hong Kong,0,0,0,390,26.10,PP,0,1,,,6.7
Chan 2018.pdf,437492,Intervention group,2341,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.4,14.7,15.15,Hong Kong,0,0,0,441,26.10,PP,0,1,,,9.1
Chan-2012.pdf,263079,Stage-matched smoking cessation counselling,156,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,58,8.4,12,Hong Kong,0,0,0,938,52.20,PP,0,1,,,26.5
Chan-2012.pdf,263079,Control,157,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,58.6,9.5,11.6,Hong Kong,0,0,0,922,52.20,PP,0,1,,,25.5
Chen 2014.pdf,263081,Individual Counselling,158,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,50.8,-,19,China,0,0,0,94,26.10,C,1,0,,,23.4
Chen 2014.pdf,263081,Smoking cessation advice,159,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,50.3,-,20.6,China,0,0,0,96,26.10,C,1,0,,,10.4
Cheung 2015.pdf,423084,Facebook (Group B),1915,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,37.6,28,15.3,China,0,0,0,40,26.10,PP,0,1,,,25
Cheung 2015.pdf,423084,WhatsApp (Group A),1914,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,40.4,24,14.5,China,0,0,0,42,26.10,PP,0,1,,,26
Cheung 2015.pdf,423084,Control (Group C),1916,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.7,20,17.1,China,0,0,0,54,26.10,PP,0,1,,,15
