,doc_id,arm_id,doc,arm,"(6452745, '1.1.Goal setting (behavior)')","(6452746, '1.2 Problem solving')","(6452748, '1.4 Action planning')","(6452752, '1.8 Behavioral contract')","(6452948, '11.1 Pharmacological support')","(6452949, '11.2 Reduce negative emotions')","(6452956, '12.3 Avoidance/reducing exposure to cues for the behavior')","(6452959, '12.5 Adding objects to the environment')","(6452960, '12.6 Body changes')","(6452963, '13.2 Framing/reframing')","(6452756, '2.2 Feedback on behaviour')","(6452757, '2.3 Self-monitoring of behavior')","(6452761, '2.7 Feedback on outcome(s) of behavior')","(6452763, '3.1 Social support (unspecified)')","(6452764, '3.2 Social support (practical)')","(6452831, '4.1 Instruction on how to perform the behavior')","(6452832, '4.2 Information about Antecedents')","(6452836, '4.5. Advise to change behavior')","(6452838, '5.1 Information about health consequences')","(6452840, '5.3 Information about social and environmental consequences')","(6452853, '7.3 Reduce prompts/cues')","(6452861, '8.2 Behavior substitution')","(6452932, '9.1 Credible source')","(6452933, '9.2 Pros and cons')","('Abstinence: Continuous ', 'Abstinence: Continuous ')","('Abstinence: Point Prevalence ', 'Abstinence: Point Prevalence ')","(6451788, 'Biochemical verification')","('Combined follow up (<= 1 month)', 'Combined follow up (<= 1 month)')","('Combined follow up (<= 8 months)', 'Combined follow up (<= 8 months)')","('Combined follow up (<= 15 month)', 'Combined follow up (<= 15 month)')","('Combined follow up (<= 20 months)', 'Combined follow up (<= 20 months)')","('Combined follow up (<= 28 months)', 'Combined follow up (<= 28 months)')","('Combined follow up (Reported)', 'Combined follow up (Reported)')","(6080691, 'Digital content type')","(6080686, 'Face to face')","(6080701, 'Group-based')","(6080704, 'Health Professional')","('Individual-level analysed (<= 300)', 'Individual-level analysed (<= 300)')","('Individual-level analysed (<= 800)', 'Individual-level analysed (<= 800)')","('Individual-level analysed (<= 2500)', 'Individual-level analysed (<= 2500)')","('Individual-level analysed (<= 10000)', 'Individual-level analysed (<= 10000)')","('Individual-level analysed (<= 30000)', 'Individual-level analysed (<= 30000)')","('Mean age (adolecent)', 'Mean age (adolecent)')","('Mean age (young adult)', 'Mean age (young adult)')","('Mean age (adult)', 'Mean age (adult)')","('Mean age (elderly)', 'Mean age (elderly)')","('Mean number of times tobacco used (<= 10)', 'Mean number of times tobacco used (<= 10)')","('Mean number of times tobacco used (<= 15)', 'Mean number of times tobacco used (<= 15)')","('Mean number of times tobacco used (<= 20)', 'Mean number of times tobacco used (<= 20)')","('Mean number of times tobacco used (<= 25)', 'Mean number of times tobacco used (<= 25)')","('Mean number of times tobacco used (Reported)', 'Mean number of times tobacco used (Reported)')","(6823487, 'Motivational Interviewing')","(6080694, 'Patch')","(6830268, 'Pharmaceutical company competing interest')","(6830264, 'Pharmaceutical company funding')","(6080695, 'Pill')","(6080688, 'Printed material')","('Proportion identifying as female gender (<= 15)', 'Proportion identifying as female gender (<= 15)')","('Proportion identifying as female gender (<= 35)', 'Proportion identifying as female gender (<= 35)')","('Proportion identifying as female gender (<= 45)', 'Proportion identifying as female gender (<= 45)')","('Proportion identifying as female gender (<= 60)', 'Proportion identifying as female gender (<= 60)')","('Proportion identifying as female gender (<= 99)', 'Proportion identifying as female gender (<= 99)')","('Proportion identifying as male gender (<= 35)', 'Proportion identifying as male gender (<= 35)')","('Proportion identifying as male gender (<= 45)', 'Proportion identifying as male gender (<= 45)')","('Proportion identifying as male gender (<= 60)', 'Proportion identifying as male gender (<= 60)')","('Proportion identifying as male gender (<= 99)', 'Proportion identifying as male gender (<= 99)')","(6080693, 'Somatic')","(6080692, 'Website / Computer Program / App')","('aggregate patient role', 'aggregate patient role')","('brief advice', 'brief advice')","('bupropion', 'bupropion')","('control', 'control')","('doctor', 'doctor')","('gum', 'gum')","('healthcare facility', 'healthcare facility')","('lozenge', 'lozenge')","('nrt', 'nrt')","('nurse', 'nurse')","('phone', 'phone')","('placebo', 'placebo')","('psychologist', 'psychologist')","('text messaging', 'text messaging')","('varenicline', 'varenicline')","('External stimuli BCT', 'External stimuli BCT')","('Influence of others BCT', 'Influence of others BCT')","('Habit BCT', 'Habit BCT')","('Monitoring BCT', 'Monitoring BCT')","('Goal directed BCT', 'Goal directed BCT')","('Social support BCT', 'Social support BCT')","('Environmental restructuring BCT', 'Environmental restructuring BCT')","('Consequences BCT', 'Consequences BCT')","('Mental representation BCT', 'Mental representation BCT')","('Personal resources BCT', 'Personal resources BCT')","('Outcome', 'Outcome')"
52,252905,67,Segnan_1991_A randomized trial of smoking cessation.pdf,Repeated counselling plus spirometry,,,,,,,,,,,,,,1,,,,,,,,,1,,0,1,1,0,0,1,1,1,1,0,1,,1,0.16,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,1,1,1,0,0,1,1,,,,,,,1,,,,0,,,,,0,,0,1,0,1,0,1,0,0,0,0,6
53,252905,69,Segnan_1991_A randomized trial of smoking cessation.pdf,Repeated counselling,,,,,,,,,,,,,,1,,,,,,,,,1,,0,1,1,0,0,1,1,1,1,0,1,,1,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0.08,1,1,1,0,0,0.92,1,,,,,,,1,,,,0,,,,,0,,0,1,0,0,0,1,0,0,0,0,5
54,423127,1952,Vidrine 2016.pdf,Mindfulness-Based Addiction Treatment (MBAT),1,,,,1,,,,1,1,,,,1,,1,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,,1,,,,1,0,0,0,1,1,0,0.98,1,1,,,,,,,,,,,1,,,,,0,,0,0,0,0,1,1,0,0,1,1,13
55,423127,1953,Vidrine 2016.pdf,Cognitive Behavioral Treatment (CBT),1,1,,,1,,,,,,,,,1,,1,,,1,,,,,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,,1,,,,1,0,0,0,1,1,0,0.98,1,1,,,,,,,,,,,1,,,,,0,,0,0,0,0,1,1,0,1,1,0,15.5
56,423127,1954,Vidrine 2016.pdf,Usual Care (UC),1,,,,1,,,,,,,,,1,,1,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,,1,,,,1,0,0,0,1,1,0,0.98,1,1,,,,,,1,,,,,1,,,,,0,,0,0,0,0,1,1,0,0,1,0,19.1
57,263167,1025,Levine 2010 (c) primary paper.pdf,Standard cessation counseling (STANDARD) + bupropion (B),1,1,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.9,1,1,,,1,1,1,,0,0,0,0,0,0,0,0,0,,,,,1,1,,,,,1,,,,,0,,0,0,0,0,1,1,0,0,0,0,19
58,263167,277,Levine 2010 (c) primary paper.pdf,CBT for smoking-related weight concerns (CONCERNS) + bupropion (B),1,1,,,1,,,,,,,,,1,,,,,1,,,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.2,1,1,,,1,1,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,0,,0,0,0,0,1,1,0,1,0,0,24
59,263167,1026,Levine 2010 (c) primary paper.pdf,Standard cessation counseling (STANDARD) + placebo (P),1,1,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,1,1,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,0,,,1,,0,,0,0,0,0,1,1,0,0,0,0,7
60,263167,278,Levine 2010 (c) primary paper.pdf,CBT for smoking-related weight concerns (CONCERNS) + placebo (P),1,1,,,1,,,,,,,,,1,,,,,1,,,,,,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.6,1,1,,,1,1,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,1,,0,,0,0,0,0,1,1,0,1,0,0,8
61,319588,649,Joffe 2009.pdf,Not-on-Tobacco (NOT) intervention,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,0,0,0,1,1,0,0.4,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0.07
62,319588,648,Joffe 2009.pdf,Kicking butts control,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,1,0,0,0.4,1,1,0,0,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0.12
63,319588,650,Joffe 2009.pdf,Not-on-Tobacco control,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,1,0,0,1,1,1,0,0,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0.06
64,319588,647,Joffe 2009.pdf,Kickin butts intervention,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,0,0,0,0.8,1,0.2,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0.09
65,296305,547,Prochaska 2001.pdf,Expert system plus lifesign computer (ES 1 SC),,,,,,,,,,,1,1,,,,,,,,,1,,,1,0,1,,0,0,0,1,1,1,0,,,,0,1,1,1,1,0,0.22,1,1,0,0,1,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,1,1,1,1,0,0,0,1,0,0,10.2
66,296305,546,Prochaska 2001.pdf,Expert system plus counselors (ES 1 CO),,,,,,,,,,,1,,,1,,,,,,,,,,1,0,1,,0,0,0,1,1,1,0,,,,0,1,1,1,1,0,0.4,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,1,1,1,0,1,0,1,0,0,13
67,296305,548,Prochaska 2001.pdf,Expert system (ES),,,,,,,,,,,1,,,,,,,,,,,,,1,0,1,,0,0,0,1,1,1,0,,,,0,1,1,1,1,0,0.3,1,1,0,0,1,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,1,1,1,0,0,0,1,0,0,14.4
68,296305,549,Prochaska 2001.pdf,Assesment only (AS),,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,0,1,1,1,0,,,,0,1,1,1,1,0,0.26,1,1,0,0,0.9,1,1,,,,,,,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,12.6
69,263048,3,Abrantes 2014.pdf,Aerobic Exercise - AE,1,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.7,1,1,,1,,,,,0,0,0,0.34,1,0.66,1,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,0,1,1,0,0,0,0,26.7
70,263048,4,Abrantes 2014.pdf,Health education control - HEC,1,1,,,1,,,,,,,,,1,,,,,1,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,1,0,0,0,0,1,1,1,1,1,,,,,,1,,,,,1,,1,,,0,,0,0,0,0,1,1,0,1,0,0,12.9
71,252897,53,Pieterse_2001_Effectiveness of a minimal contact smoking_10.1006pmed.2000.0791.pdf,Usual Care,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,1,1,1,1,0,,,,0.78,1,1,1,1,0,0.88,1,1,0,0,0,0,0,,,,,,,0,0,0,0.68,1,0.32,1,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,7.3
72,252897,52,Pieterse_2001_Effectiveness of a minimal contact smoking_10.1006pmed.2000.0791.pdf,Minimal Contact Smoking Cessation Program,1,1,,,,,,,,,,,,1,,,,,,,,,,,0,1,,0,0,1,1,1,1,0,,,1,0.62,1,1,1,1,0,0.84,1,1,0,0,0,0,0,,,,,,,0,0,0,1,1,0,1,1,1,,,,,,,1,,,,0,,,,,0,,0,0,1,0,1,1,0,0,0,0,13.4
73,437564,2802,Shishani_B_ 2018.pdf,Contingent,,,,,,,,,,,,,,,,,,1,,,,,,,1,0,1,0.701149425,1,1,1,1,1,0,1,,,1,1,1,1,1,0.575,1,1,1,0,0,0,0,0,,,,,,,0,0.6,1,1,1,0,0,0.4,1,,,,,,,,,,,0,,,,,0,,0,1,0,0,0,0,0,1,0,0,42.1
74,437564,2803,Shishani_B_ 2018.pdf,Non-contingent,,,,,,,,,,,,,,,,,,1,,,,,,,1,0,1,0.701149425,1,1,1,1,1,0,1,,,1,1,1,1,1,0.675,1,1,1,0,0,0,0,0,,,,,,,0,1,1,1,1,0,0,0,1,,,,,,,,,,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,5
75,263120,204,Hall 2002 (c) primary paper.pdf,Placebo + medical management (MM),1,,,,1,,,,,,,,,1,,1,,1,,,,,,,0,1,1,0,0,1,1,1,1,0,,,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,,,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,0,,,1,,0,,0,1,0,0,1,1,0,0,1,0,11
76,263120,199,Hall 2002 (c) primary paper.pdf,Buproprion + psychological intervention (PI),,1,1,,1,1,,,,,,,,,,,,,1,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.42,1,1,0,0,0,1,1,,,,,1,1,0,0,0.8,1,1,0,0,1,1,,,,,,,1,,,,0,,,,,0,,0,0,0,1,1,0,0,1,0,1,24
77,263120,203,Hall 2002 (c) primary paper.pdf,Placebo + psychological intervention (PI),,1,1,,,1,,,,,,,,,,,,,1,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.14,1,1,0,0,0,1,1,,,,,1,1,0,0,0.56,1,1,0,0,1,1,,,,,,,1,,,,0,,,1,,0,,0,0,0,1,1,0,0,1,0,1,17
78,263120,200,Hall 2002 (c) primary paper.pdf,Bupropion Hydrochloride + medical management (MM),1,,,,1,,,,,,,,,1,,1,,1,,,,,,,0,1,1,0,0,1,1,1,1,0,,,1,0,0,0,0,0,0,0.58,1,1,0,0,1,1,1,,,,,1,1,0,0,1,1,1,0,0,1,1,,,,,,,1,,,,0,,,,,0,,0,1,0,0,1,1,0,0,1,0,25
79,263120,201,Hall 2002 (c) primary paper.pdf,Nortriptyline + psychological intervention (PI),,1,1,,1,1,,,,,,,,,,,,,1,,,,,,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0.8,1,1,,,,,1,1,0,0,0.86,1,1,0,0,1,1,,,,,,,1,,,,0,,,,,0,,0,0,0,1,1,0,0,1,0,1,17
80,263120,202,Hall 2002 (c) primary paper.pdf,Nortriptyline Hydrochloride + medical management (MM),1,,,,1,,,,,,,,,1,,1,,1,,,,,,,0,1,1,0,0,1,1,1,1,0,,,1,0,0,0,0,0,0,0.44,1,1,0,0,0.1,1,1,,,,,1,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,0,,,,,0,,0,1,0,0,1,1,0,0,1,0,18
81,263292,148,Frandsen-2012.pdf,Minimal smoking cessation intervention,,,,,1,,,,,,,,,1,,,,1,,,,,,,0,0,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.22,1,1,0,0,1,1,,,1,,,,,,,,0,1,,,,0,,0,1,0,0,0,1,0,0,0,0,28.9
82,263292,147,Frandsen-2012.pdf,Intensive smoking cessation intervention,,,,,1,,,,,,,,,1,,,,1,,,,,,,0,0,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1,,,1,,0,1,1,1,1,0,0,0,1,1,,1,,,,,1,,,1,,1,,,0,,0,1,0,1,0,1,0,0,0,0,32.7
83,263132,226,Hanioka 2010.pdf,Counseling + Nicotine Replacement Therapy,1,1,,,1,,,,,,,,,1,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,1,,,,,0,,0,0,0,0,1,1,0,0,0,0,36.4
84,263132,227,Hanioka 2010.pdf,Control,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,13
85,296307,557,Rabius TC 2007.pdf,50 minutes telephone counseling,,1,,,,,,,1,,,1,,1,,1,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,1,1,1,0,1,1,1,0
86,296307,553,Rabius TC 2007.pdf,210 minutes telephone counseling,,1,,,,,,,1,,,1,,1,,1,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,1,1,1,0,1,1,1,0
87,296307,556,Rabius TC 2007.pdf,80 minutes telephone counseling,,1,,,,,,,1,,,1,,1,,1,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,1,1,1,0,1,1,1,0
88,296307,558,Rabius TC 2007.pdf,Self help,,,,,,,,,,,,,,,,1,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,1,0,0
89,296307,554,Rabius TC 2007.pdf,135 minutes telephone counseling,,1,,,,,,,1,,,1,,1,,1,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,1,1,1,0,1,1,1,0
90,296307,555,Rabius TC 2007.pdf,105 minutes telephone counseling,,1,,,,,,,1,,,1,,1,,1,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,1,1,1,0,1,1,1,0
91,296307,552,Rabius TC 2007.pdf,240 minutes telephone counseling,,1,,,,,,,1,,,1,,1,,1,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,1,1,1,0,1,1,1,0
92,263102,177,Elkins 2006.pdf,Hypnotherapy,1,1,,,,1,,,,,,,,1,,,,,1,1,,,,,0,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,1,,,,0,,1,,1,0,,0,0,1,0,1,1,0,1,0,1,40
93,263102,178,Elkins 2006.pdf,Control,1,,,,,,,,,,,,,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,0.3,1,,,,,,1,0,0,0,0,1,1,1,1,1,,,,,,1,,,,,0,,1,,,0,,0,0,0,0,1,1,0,0,0,0,0
94,296341,418,Curry 2003.pdf,Control,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,1,1,1,0,1,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,8
95,296341,417,Curry 2003.pdf,Intervention,,1,,,,,,,,,,,,1,,,,,1,1,,,,,0,1,,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,1,1,,,0,,0,0,0,0,1,1,0,1,1,0,17
96,319586,644,Horn 2011.pdf,Brief Intervention (BI),,,,,,,,,,,,,,,,,,1,,,,,,,0,1,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,12.7
97,319586,643,Horn 2011.pdf,Not on Tobacco (N-O-T),,,,,,1,,,,,,,,1,,,,1,,,,,,,0,1,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,0,,,,,0,,0,1,0,0,0,1,0,0,0,1,20
98,319586,642,Horn 2011.pdf,Not on Tobacco plus physical activity (N-O-T+FIT),,,,,,1,,,,,,,,1,,,,1,,,,,,,0,1,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,0,,,,,0,,0,1,0,0,0,1,0,0,0,1,33.75
99,319583,636,Harris 2010.pdf,Motivational Interviewing for smoking,1,,1,,1,,,,,,,,1,1,,1,,,1,,1,,,1,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,0,0.9,1,1,1,0,0,0.1,1,,,,,,,,,,,0,,,,,0,,1,0,0,1,1,1,0,1,1,0,20.4
100,319583,637,Harris 2010.pdf,Motivational Interviewing for fruits/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,24.6
101,437522,2265,Lee 2018.pdf,Control Group (NRT),,,,,,,,,,,,,,1,1,,,,,,1,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0.2,1,1,1,1,,1,,,,1,1,1,1,1,1,0,0,0,1,,,,,,1,,,1,,1,,,,,0,,1,0,0,0,0,1,0,0,0,0,0
102,437522,2264,Lee 2018.pdf,Intervention Group (END),,,,,,,,,,,,,,1,1,,,,,,1,,,,0,1,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0.7,1,1,1,,,,,,1,1,1,1,1,1,0,0,0,1,1,,,,,,,,1,,1,,,,,0,,1,0,0,0,0,1,0,0,0,0,15
103,436347,2614,Alessi 2017.pdf,mHealth monitoring,1,,,,1,,,,,,,,1,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,,0,0,0,1,1,0,1,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,1,1,1,0,1,0,0,16.3
104,436347,2613,Alessi 2017.pdf,mHealth reinforcement,1,,,,1,,,,,,,,1,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,1,1,1,0,1,0,0,21.1
105,263266,385,Socio Demographics,Intervention,,,,,1,,,,,,,,,1,,,,1,,,,,,,1,0,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,0.38,1,1,0,0,0,1,1,1,,,,,1,0,0,0.4,1,1,0,0,1,1,1,,,,,,,,,,0,,1,,,0,,0,1,0,0,0,1,0,0,0,0,1.9
106,263266,386,Socio Demographics,Control,,,,,1,,,,,,,,,,,,,1,,,,,,,1,0,1,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0.56,1,1,0,0,0,1,1,,,,,,,0,0,0.6,1,1,0,0,1,1,1,,,1,,1,,,,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,0
107,423481,1973,Sherman 2016.pdf,Quitline,,,1,,,,,,,,,,,,1,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,0,0,1,1,1,0,0,1,1,0,1,1,1,1,,,,,,,0,1,1,1,1,0,0,0,1,1,,1,,,,,,,,0,,1,,,0,,0,0,0,0,1,1,0,0,0,0,2
108,423481,1972,Sherman 2016.pdf,Intensive counseling,,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,,,,,,,0,1,1,1,1,0,0,0,1,1,,1,,,,,,,,0,,1,,,0,,0,0,0,0,1,1,0,0,0,0,2
109,423137,2048,Hughes 2018.pdf,Discontinue patch,,,,,1,,,,,,,1,,1,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,0,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,1,0,1,0,0,0,0,55
110,423137,2047,Hughes 2018.pdf,Continue patch,,,,,1,,,,,,,1,,1,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,0,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,1,,,1,0,0,0,1,1,0,0.6,1,1,,,,,,,,,,,1,,1,,,0,,0,0,0,1,0,1,0,0,0,0,49
111,423085,1920,Cummins 2016.pdf,Usual care,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,,,,,,1,0,0,1,1,1,0,0,1,1,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,18.7
112,423085,1919,Cummins 2016.pdf,Nicotine patches only,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,1,1,,1,,,,,0,0,1,1,1,0,0,1,1,,,1,,,,,,,,1,,,,,0,,0,0,0,0,0,0,0,0,0,0,23.4
113,319578,629,Gonzalvez 2015.pdf,Project Ex,1,,,,,1,,,1,,,,,,,1,,,1,,,,,1,0,1,1,1,1,1,1,1,1,0,1,1,,0,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,0,0,0.14,1,1,0,0,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,1,0,0,1,1,1,22.2
114,319578,630,Gonzalvez 2015.pdf,Control,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,,,,0,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,,,,0,0,0.14,1,1,0,0,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,15.2
115,263247,360,Rohsenow 2015.pdf,MI + NCV,,1,,,1,,,,,,,,,,,,,,1,1,,,,1,0,1,1,0,0,1,1,1,1,0,1,,,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,,,,,1,0,0,0,1,1,0,1,1,1,1,,1,,,,,,,,0,,,,,0,,0,0,0,0,1,0,0,1,0,0,4.5
