document,document_id,arm,arm_id,Outcome value,manually-added outcome value,remove paper,Will be fixable in EPPI - will need to update the JSON file,will need to be fixed via supplementary file merge,Combined follow up,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed
Berg 2014.pdf,423040,Control,2010,-,16.7,,1,,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.16,67.8,15.03,US,0,0,0,59
Berg 2014.pdf,423040,Intervention,2009,-,18.9,,1,,-,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.16,66.7,3.56,US,0,0,0,63
Berman 1995.pdf,296382,Intervention,751,6.4,,,,,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.7,50.9,-,-,0,0,0,348
Berman 1995.pdf,296382,Control,752,7.3,,,,,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.7,50.9,-,-,0,0,0,348
Bernard 2015.pdf,436350,Exercise and counselling,2591,20,,,,,52,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,48.5,48.6,21.9,France,0,0,1,35
Bernard 2015.pdf,436350,Control,2592,11.4,,,,,52,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,48.4,68.6,21,France,0,0,1,35
Berndt 2014.pdf,423108,face-to-face counseling + NRT,2063,40.6,,,,,26.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,56.54,29.3,22.19,Netherlands,0,0,0,155
Berndt 2014.pdf,423108,control,2065,31.5,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,56.09,25.3,19.71,Netherlands,0,0,0,235
Berndt 2014.pdf,423108,telephone counseling + NRT,2064,42.2,,,,,26.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,55.31,26.9,21.13,Netherlands,0,0,0,218
BinDhim 2018.pdf,436351,Intervention,2632,10.2,,,,,26.1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,57,-,multinational,0,0,0,342
BinDhim 2018.pdf,436351,Control,2633,4.8,,,,,26.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,52.9,-,multinational,0,0,0,342
Bize 2010.pdf,266058,Control,132,29,,,,,-,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,38,27,Switzerland,0,0,0,-
Bize 2010.pdf,266058,Physical Activity,131,27,,,,,-,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,44,26.6,Switzerland,0,0,0,-
Blebil 2014.pdf,263067,Telephone counselling,133,71.7,,,,,-,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48.22,5,13.08,Malaysia,0,0,0,-
Blebil 2014.pdf,263067,Control,134,48.6,,,,,-,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48.3,2.7,14.54,Malaysia,0,0,0,-
Bloom 2017.pdf,423109,Exercise intervention,2066,-,,1,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,-
Blyth 2015.pdf,423083,Control,1913,38.6,,,,,52.2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.9,51.1,20.4,England,0,0,1,702
Blyth 2015.pdf,423083,Experimental,1912,36.9,,,,,52.2,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.8,54.2,19.9,England,0,0,1,702
Bock 2014.pdf,263070,Standard Care (SC),136,28,,,,,-,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,39.6,68.7,-,-,1,0,0,208
Bock 2014.pdf,263070,Motivational Enhancement (ME),135,29,,,,,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,39.6,68.7,-,-,1,0,0,168
Bold 2019.pdf,437436,Placebo,2236,0,,,,,52.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42.7,29.8,11.6,-,0,0,1,67
Bold 2019.pdf,437436,Varenicline,2235,6.3,,,,,52.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42.7,29.8,11.6,-,0,0,1,64
Bolman 2002a.pdf,296333,Experimental group,413,-,,1,,,4,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,56.2,22,-,-,0,0,0,388
Bolman 2002a.pdf,296333,Control group,414,-,,1,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3,22,-,-,0,0,0,401
Bonevski 2018.pdf,437566,Intervention,2607,1,,,,,26.1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,49,-,Australia,0,0,1,187
Bonevski 2018.pdf,437566,Control,2608,1.4,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,-,Australia,0,0,1,244
Borland 2003.pdf,296383,Computer-generated tailored advice and callback telephone counselling,761,6.1,,,,,52.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,52.8,23.6,Australia,0,0,0,528
Borland 2003.pdf,296383,Computer-generated tailored advice only,762,4.6,,,,,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,51.6,22.5,Australia,0,0,0,523
Borland 2003.pdf,296383,Control group,763,4,,,,,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,56.7,22.5,Australia,0,0,0,527
Borland 2004.pdf,296384,Control,765,12,,,,,52.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.3,52.9,-,Australia,0,0,0,537
Borland 2004.pdf,296384,Tailored advice,764,20,,,,,52.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.3,54.5,-,Australia,0,0,0,521
Borland J Fam Pract 2008.pdf,296258,In-practice (standard),459,1.6,,,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,40.7,55.3,17.3,-,1,0,0,311
Borland J Fam Pract 2008.pdf,296258,Referall,458,4.4,,,,,52.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,40.7,55.3,17.6,-,0,0,0,728
Borrelli-2005.pdf,263071,Motivational Enhancement (ME),137,17.1,,,,,-,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,56.9,54.3,20.5,USA,0,0,0,76
Borrelli-2005.pdf,263071,Standard Care (SC),138,10.4,,,,,-,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,57.5,54.3,21.6,USA,0,0,0,96
Boyle 2007.pdf,296259,No-contact control,461,19.8,,,,,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,57.7,-,-,0,0,0,824
Boyle 2007.pdf,296259,Proactive recruitment into telephone counseling,460,21.1,,,,,52.2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,58.5,-,-,0,0,0,824
Brendryen_2008_A digital smoking cessation program delivered_10.2196jmir.1005.pdf,263047,Booklet control,98,7,,,,,-,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.7,50,17.6,Norwegian,0,0,0,146
Brendryen_2008_A digital smoking cessation program delivered_10.2196jmir.1005.pdf,263047,Happy Ending,97,20,,,,,-,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.5,50,16.6,Norwegian,0,0,0,144
Bricker 2014.pdf,423110,CBT intervention,2069,22,,,,,26.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,38.6,73,-,United States,0,0,0,62
Bricker 2014.pdf,423110,ACT intervention,2068,31,,,,,26.1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39.6,66,-,United States,0,0,0,59
Bricker 2014.pdf,423251,SmartQuit (ACT) app,2136,13,,,,,8.7,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.5,53,-,-,0,0,1,80
Bricker 2014.pdf,423251,QuitGuide app,2137,8,,,,,8.7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.6,51,-,-,0,0,1,84
British Thoratic Society 1983.pdf,296397,Verbal advice plus booklet and Nicorette chewing gum (VABNG),766,39,,,,,52.2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,49,37,24,Britain,1,1,1,400
British Thoratic Society 1983.pdf,296397,Verbal advice plus booklet and placebo gum (VABPG),767,46,,,,,52.2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,49,37,24,Britain,1,1,1,402
British Thoratic Society 1983.pdf,296397,Verbal advice plus booklet (VAB),768,32,,,,,52.2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,49,37,24,Britain,1,1,1,377
British Thoratic Society 1983.pdf,296397,Verbal advice alone (VA),769,33,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,49,37,24,Britain,1,1,1,371
Brody 2017.pdf,423111,Treatment as usual (TAU),2072,8,,,,,26,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,57.5,-,19.6,Chile,0,0,0,13
Brody 2017.pdf,423111,COMB-EXT without HV,2071,20,,,,,26,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,56.3,-,18.5,Chile,0,0,0,10
Brody 2017.pdf,423111,COMB-EXT with HV,2070,45,,,,,26,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,56.1,-,18.6,Chile,0,0,0,11
Brooks 2018.pdf,437485,Intervention,2315,14.9,,,,,52.2,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,75.2,10,United States,0,0,0,121
Brooks 2018.pdf,437485,Control,2316,7.8,,,,,52.2,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,72.1,10,United States,0,0,0,129
Brown 1992.pdf,296260,Manual plus telephone contact,462,30.4,,,,,12,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,45,22.7,-,1,0,0,45
Brown 1992.pdf,296260,Manual only,463,9,,,,,12,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,45,22.7,-,1,0,0,45
Brown 2001.pdf,280754,Smoking CBT + depression CBT (CBT-D),139,32.5,,,,,-,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.1,59.8,27.3,-,0,0,0,86
Brown 2001.pdf,280754,Smoking CBT,140,24.7,,,,,-,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.1,59.8,27.3,-,0,0,0,93
Brown 2003.pdf,319573,Motivation interviewing (MI),621,14,,,,,52.2,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,15.4,62.3,14.48,USA,0,0,0,162
Brown 2003.pdf,319573,Brief advice (BA),622,9.9,,,,,52.2,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.4,62.3,14.48,USA,0,0,0,162
Brown 2007.pdf,263073,Smoking CBT + Depression CBT + Burproprion (CBTD+BUP),141,17.6,,,,,-,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.36,46.3,24.06,-,0,0,0,-
Brown 2007.pdf,263073,Smoking CBT + placebo (ST+PLAC),144,15.3,,,,,-,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.16,47.1,25.54,-,0,0,0,-
Brown 2007.pdf,263073,Smoking CBT + Depression CBT + Placebo (CBTD+PLAC),142,17.9,,,,,-,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4,44.6,25.4,-,0,0,0,-
Brown 2007.pdf,263073,Smoking CBT + buproprion (ST+BUP),143,22.5,,,,,-,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.89,51,24.46,-,0,0,0,-
Brown 2018.pdf,437486,Standard Treatment (ST),2318,22.2,,,,,26,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,47.31,40.7,20.09,-,0,0,0,54
Brown 2018.pdf,437486,DT,2317,17.7,,,,,26,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,44.97,41.9,20.11,-,0,0,0,62
Brown-2013 primary.pdf,263074,Standard Treatment (ST),146,9.1,,,,,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,48.3,54.5,21,-,0,0,0,22
Brown-2013 primary.pdf,263074,Distress Tolerance (DT),145,14.8,,,,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47.19,44.4,22,-,0,0,0,27
Brunette 2018.pdf,423074,PV+Q,1995,-,,1,,,52.2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,45,66,18,-,0,0,1,303
Brunette 2018.pdf,423074,PV only ,1996,-,,1,,,52.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,43,56,16,-,0,0,1,146
Brunette 2018.pdf,423074,PV+CBT,1994,-,,1,,,52.2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,46611,67,17,-,0,0,1,212
Brunette 2019.pdf,437437,Interactive/motivational,2239,14.8,,1,,,13.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,33.3,10.9,-,0,0,1,30
Brunette 2019.pdf,437437,Static/Educational,2240,0,,1,,,13.05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.96,32.1,13.9,-,0,0,1,28
Brunette_B_ 2018.pdf,437488,No intervention,2340,-,,1,,,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.1,47.8,18.8,Canada,0,0,1,23
Brunette_B_ 2018.pdf,437488,Computerized NCI Educational (NCI),2339,0,,1,,,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,32.1,13.9,Canada,0,0,1,28
Brunette_B_ 2018.pdf,437488,Motivational Decision Support (LTAS),2338,14.8,,1,,,14,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.5,33.3,10.9,Canada,0,0,1,30
Buller 2014.pdf,423252,REQ-Mobile,2138,16,,,,,12,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.5,45,16.8,U.S.,0,0,0,51
Buller 2014.pdf,423252,OnQ text messaging,2139,27,,,,,12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.3,57,17.1,U.S.,0,0,0,51
Burling 1989.pdf,296405,Computer,772,21.43,,,,,13.05,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.64,-,-,-,0,0,0,29
Burling 1989.pdf,296405,Contest only,773,11.54,,,,,13.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.64,-,-,-,0,0,0,29
Burns 2016.pdf,423133,4-week arm,2040,5.7,,,,,30.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,59.1,-,Brazil,0,1,1,738
Burns 2016.pdf,423133,8-week arm,2039,5.6,,,,,30.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,60.9,-,Brazil,0,1,1,757
Busch 2017.pdf,423112,Standard Care (SC),2074,42.3,,,,,24,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,57.1,35.5,16.9,-,0,0,0,31
Busch 2017.pdf,423112,Behavioral Activation Treatment for Cardiac Smokers (BAT-CS),2073,45.8,,,,,24,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,53.9,17.9,15.8,-,1,0,0,28
Bush 2018.pdf,437489,Simultaneous,2350,24.1,,,,,52.2,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,43.2,65.8,-,United States,0,0,1,839
Bush 2018.pdf,437489,Sequential,2349,26.9,,,,,52.2,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,43.2,65.8,-,United States,0,0,1,849
Bush 2018.pdf,437489,Control,2351,28.2,,,,,52.2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.2,65.8,-,United States,0,0,1,840
Caldwell 2014.pdf,423134,Active,2041,9.5,,,,,52.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.6,52.3,-,New Zealand,0,1,1,716
Caldwell 2014.pdf,423134,Placebo,2042,8.5,,,,,52.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.3,55,-,New Zealand,0,1,1,707
Caldwell 2016.pdf,423135,Placebo inhaler plus patch,2044,8.59,,,,,26.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,52,19.2,multinational,0,0,0,256
Caldwell 2016.pdf,423135,Active inhaler plus patch,2043,13.41,,,,,26.1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.2,50,19,multinational,0,0,0,246
Campbell 1986.pdf,296406,How to Stop Smoking booklet,774,3.9,,,,,4.35,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-,-,-,-,1,0,0,535
Campbell 1986.pdf,296406,Control,775,2.7,,,,,4.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,1,0,0,671
Campos 2018.pdf,437491,Brief Intervention,2359,40.7,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.1,37.8,21.2,Brazil,0,0,0,45
Campos 2018.pdf,437491,Intensive Intervention,2358,40.7,,,,,26.1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.1,40,20.2,Brazil,0,0,0,45
Canga 2000.pdf,296337,Control,416,2.3,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.8,13.5,19.8,Spain,1,0,0,133
Canga 2000.pdf,296337,Intervention,415,17,,,,,26.1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,54.4,15,19.9,Spain,1,0,0,147
Caponnetto 2017.pdf,436352,Intervention,2788,12.2,,,,,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,-,-,Italy,1,0,0,124
Caponnetto 2017.pdf,436352,Control,2789,1.6,,,,,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,-,-,Italy,1,0,0,63
